"Date","Price","Open","High","Low","Vol.","Change %"
"11/26/2017","51.25","47.37","51.54","47.35","126.74M","9.02%"
"11/19/2017","47.01","45.80","47.42","45.50","52.75M","3.50%"
"11/12/2017","45.42","44.92","45.77","43.97","85.98M","1.20%"
"11/05/2017","44.88","46.31","46.35","44.68","117.80M","-5.36%"
"10/29/2017","47.42","48.88","49.12","47.18","72.71M","-2.97%"
"10/22/2017","48.87","49.47","49.69","48.15","73.29M","-1.33%"
"10/15/2017","49.53","47.90","51.18","47.70","91.08M","3.49%"
"10/08/2017","47.86","48.89","49.49","47.83","69.07M","-1.95%"
"10/01/2017","48.81","49.39","50.08","48.66","55.10M","-1.37%"
"09/24/2017","49.49","49.87","50.31","49.01","61.23M","-0.82%"
"09/17/2017","49.90","47.91","50.08","47.51","103.35M","4.26%"
"09/10/2017","47.86","46.23","47.90","46.12","71.45M","3.80%"
"09/03/2017","46.11","47.78","47.92","45.71","54.83M","-3.78%"
"08/27/2017","47.92","48.65","48.76","47.77","48.82M","-1.56%"
"08/20/2017","48.68","47.83","48.98","47.69","49.22M","2.08%"
"08/13/2017","47.69","48.17","48.80","47.51","59.23M","-0.77%"
"08/06/2017","48.06","48.79","48.96","47.70","63.66M","-1.74%"
"07/30/2017","48.91","47.85","49.63","47.48","110.22M","2.02%"
